 91     2.5147E-26     1.6909E-12      1.3143516416492127E+00      1.6433282962265774E+00      9.1998385847446066E-17      1.5024972810289690E+00     -1.3143516416555225E+00      1.6433282962272036E+00     -8.1339994980855224E-01     -2.1882530991504492E+00     -7.5799644041790253E-17     -4.1264767139359243E-01     -6.9938840619414293E-16     -3.8074188983865942E+00      8.1339994980647801E-01     -2.1882530991488349E+00
 92     2.5531E-25     4.8698E-12      1.3147296545515725E+00      1.5789340900039455E+00      9.2714554256475510E-17      1.5141935850174966E+00     -1.3147296545578955E+00      1.5789340900055826E+00     -8.3533281758049793E-01     -8.9867698742819779E-01     -5.2805781301054530E-16     -2.8747077859608390E+00     -7.7667306589514847E-16     -4.2281508854983496E+00      8.3533281757778799E-01     -8.9867698742461888E-01
 93     5.8097E-28     3.1404E-10      8.5378885748569600E-01      0.0000000000000000E+00      8.0220367970234885E-01      2.2300908409691038E+00      2.3925450391583091E-16      3.9074516177225962E+00     -8.0220367970529904E-01      2.2300908409676650E+00     -8.5378885748740319E-01      1.0455552597018221E-16     -8.0220367961296990E-01     -2.2300908423470402E+00      8.0220367961000583E-01     -2.2300908423484733E+00
 94     3.8227E-24     2.3673E-10      1.0687475670959761E+00      2.3711628850440829E+00      1.3208091242416153E-16      2.1571162359544505E+00     -1.8442974173459290E+00     -4.5049525760882247E-01     -8.7224282627355032E-01     -4.2212973836079554E-01     -7.5656103319038648E-17     -4.1186624628609525E-01      8.7224282627008520E-01     -4.2212973840167889E-01      1.8442974173361193E+00     -4.5049525767258791E-01
 95     5.9942E-26     4.4441E-10      8.5378885641633584E-01      0.0000000000000000E+00      1.5727672326137336E+00      1.0772591924855506E+00      8.0220367945118054E-01      2.2300908412104450E+00     -8.0220367955113436E-01      2.2300908431709270E+00     -8.5378885821675399E-01      1.0455552605949897E-16     -8.0220367943849602E-01     -2.2300908435429116E+00      8.0220367975847862E-01     -2.2300908409768141E+00
 96     1.0499E-22     2.3144E-11      1.8442974173996440E+00      4.5049525667704127E-01      8.7224282629443639E-01      4.2212973756475858E-01      2.5218701057502611E-17      4.1186624548839229E-01      1.6702046462381483E-16      2.7277412713480054E+00     -8.7224282631129924E-01      4.2212973756962913E-01     -1.8442974174103519E+00      4.5049525678310487E-01     -3.9624273743086828E-16     -2.1571162368166799E+00
 97     1.8499E-33     3.5342E-10      8.3533281747081589E-01      8.9867698835888554E-01      1.7601927110068151E-16      2.8747077875477394E+00     -8.3533281745237287E-01      8.9867698848289690E-01     -1.3147296549957643E+00     -1.5789340893010151E+00     -2.7814366263535764E-16     -1.5141935842876353E+00      1.3147296533700950E+00     -1.5789340891166228E+00      2.2816020578269010E+00     -1.6990301303351762E+00
 98     7.4258E-26     1.6224E-11      1.1144936286675853E+00      1.5494769660088785E+00     -3.1590819087496907E-01      2.9090957132846045E+00     -9.0942397278891585E-02      7.0410242083842045E-01     -9.7489587832458746E-01     -4.2706319050438957E-01     -4.6704450920546564E-01     -1.9288122055300234E+00      1.2400147374131797E-01     -2.3767182408460115E+00      7.3429734688542325E-01     -2.8067997017537647E+00
 99     1.5746E-31     2.1777E-11      7.8071588387397983E-01      2.0835372042786866E+00      5.4690290178361510E-17      8.9318971778410439E-01     -7.8071588387612612E-01      2.0835372042718219E+00     -1.3572613573502181E+00     -4.6164724545309865E-01     -8.7711345959502037E-17     -4.7749409805977056E-01     -5.0814167883834966E-16     -2.7662858204858045E+00      1.3572613573443630E+00     -4.6164724545833608E-01
100     1.0507E-30     2.8046E-12      8.5179477256279890E-01      2.3762455695866507E+00      4.4851019813987571E-17      7.3249693134440452E-01      1.4239072950408545E-16      2.3254938872338804E+00     -8.5179477256522484E-01      2.3762455695871654E+00     -8.5179477150653005E-01     -2.3762455704212884E+00     -1.3455305956848466E-16     -7.3249693203318067E-01      8.5179477150409511E-01     -2.3762455704208039E+00
101     6.7103E-32     3.6687E-10      1.3819299021757070E+00      5.9773858433880223E-01      1.1450925308799429E+00      3.2881033348959714E+00      3.0875515519969502E-17      5.0425208759692319E-01      1.7280767809126453E-16      2.8222567611523166E+00     -1.3819299020839568E+00      5.9773858470613372E-01     -2.5926050797453509E-16     -1.4113950830828339E+00     -5.7138741402649543E-16     -3.1105909380213901E+00
102     1.4910E-23     3.7086E-11      1.8096429486496460E-17      2.9554688214726105E-01      1.0838174586076604E-16      1.7700666915939625E+00      2.0724855361054801E-16      3.3847375193450668E+00     -9.7784834374563123E-01     -1.1870073291858594E+00     -5.6509517084802738E-16     -3.0763364302560823E+00     -8.1579298098015765E-16     -4.4411168178455283E+00      9.7784834372736207E-01     -1.1870073292407959E+00
103     1.1305E-32     9.9893E-10      1.6525227443225488E+00      1.0370411639616439E+00      5.2851567990202475E-01      9.5413329457593898E-01     -5.2851567983594994E-01      9.5413329438129857E-01     -1.6525227443271560E+00      1.0370411635714563E+00     -2.1404059730898348E-16     -1.1652212247138096E+00     -5.1748087032703759E-16     -2.8171276901175570E+00      1.2395844047213409E+00     -1.6737198635928217E+00
104     2.4359E-27     4.2504E-10      1.8096429487676784E-17      2.9554688216653785E-01      1.0838174585840118E-16      1.7700666915553402E+00      2.0724855360351642E-16      3.3847375192302285E+00     -9.7784834374184604E-01     -1.1870073303755859E+00     -5.6509517117142643E-16     -3.0763364320166433E+00      9.7784834229439199E-01     -1.1870073292266070E+00      2.0497297604826303E+00     -1.3708336642100800E+00
105     3.7759E-26     1.9350E-12      1.3150453961302961E+00      1.7549027599638798E+00      9.5802332844178396E-17      1.5646225016741016E+00     -1.3150453961366941E+00      1.7549027599650737E+00     -3.6025554737819344E-17     -1.9612046284844858E-01     -3.0227610379000872E-16     -1.6455688139921372E+00     -5.9382486024044822E-16     -3.2327387402868202E+00     -8.2792204393012828E-16     -4.5071465419393810E+00
106     4.9228E-33     3.6568E-10      1.2008518307730284E-17      1.9612046385759740E-01      1.0075870133371051E-16      1.6455688151414742E+00      1.9794162017591921E-16      3.2327387418509117E+00     -1.3150453966093667E+00     -1.7549027591429669E+00     -2.8740699840730622E-16     -1.5646225009923642E+00      1.3150453950034808E+00     -1.7549027588233228E+00      2.2619046323645340E+00     -1.9228282939285479E+00
107     2.4023E-28     3.0450E-10      5.3715489177993381E-01      0.0000000000000000E+00      1.6847375478767228E+00      0.0000000000000000E+00      1.5299919700169298E-16      2.4987490310520584E+00     -5.3715489179197662E-01      6.5780329347522615E-17     -1.6847375478872337E+00      2.0631403056658380E-16     -4.5899759068813195E-16     -2.4987490293266226E+00     -7.0771284815012482E-16     -3.8527365464073844E+00
108     2.9991E-32     2.3506E-10      2.6231875587589024E+00      4.7830718345876916E-01      1.8442974162637418E+00      4.5049525711924354E-01      8.7224282558887811E-01      4.2212973790391917E-01      2.5218701078524901E-17      4.1186624583172365E-01     -8.7224282657220464E-01      4.2212973792629499E-01     -1.8442974174844242E+00      4.5049525716160049E-01     -3.9624273735900359E-16     -2.1571162364254537E+00
109     1.1021E-22     1.0504E-09      1.8638025917111551E+00      2.7760536972827050E+00      8.6170684527622887E-01      2.4552181832574145E+00      5.4314938888626724E-17      8.8705956357474236E-01     -8.6170684526165731E-01      2.4552181866731626E+00     -9.0194240612368617E-17     -4.9101079341860532E-01     -3.4393741635254679E-16     -1.8723699267606071E+00     -6.3081589701838623E-16     -3.4341152161504178E+00
110     5.1301E-22     4.9092E-10      9.7489587983666848E-01      4.2706319139407295E-01      4.6704450805572850E-01      1.9288122063049187E+00     -7.3429734663123913E-01      2.8067997008777699E+00     -1.1144936292238676E+00     -1.5494769639720680E+00     -3.4051505478680405E-01     -2.2198703474798354E+00      3.1590819127804670E-01     -2.9090957135219737E+00      9.0942397018275084E-02     -7.0410241889584213E-01
111     1.1640E-31     1.3854E-12      8.5074295983926340E-01      1.2595076993164638E+00     -1.0137099625823118E-01      3.0504871061544248E+00     -8.7911953321527170E-01      8.6710209767302560E-01     -8.5074295988717619E-01     -1.2595076984986282E+00      1.0137099533383205E-01     -3.0504871060448560E+00      1.3189834137491769E+00     -2.3144438380721395E+00      8.7911953286375999E-01     -8.6710209630937218E-01
112     4.4048E-27     3.7135E-10      1.8391504999355548E+00      2.2440989997090703E+00      7.8071588255939739E-01      2.0835372036571647E+00     -7.8071588443220719E-01      2.0835372027846697E+00     -1.3572613572242043E+00     -4.6164724470666635E-01     -8.7711345960622380E-17     -4.7749409806586962E-01     -5.0814167881473353E-16     -2.7662858203572402E+00      1.3572613573070438E+00     -4.6164724556946712E-01
113     3.0071E-33     3.3942E-10      2.2676793700004234E+00      1.7882913246511036E+00      1.3143516404805591E+00      1.6433282952161103E+00      9.1998385805406312E-17      1.5024972803423851E+00     -1.3143516420812718E+00      1.6433282954601822E+00     -8.1339994961681039E-01     -2.1882531002997307E+00     -7.5799644208584858E-17     -4.1264767230160992E-01      8.1339994964363982E-01     -2.1882531002231747E+00
114     4.3242E-33     7.2645E-10      1.6525227443131454E+00      1.0370411639867556E+00      5.2851567989399018E-01      9.5413329458487961E-01     -5.2851567984739889E-01      9.5413329445038275E-01     -1.6525227443146484E+00      1.0370411637062393E+00     -9.2510020977452789E-01     -3.5309227307212190E+00     -2.1404059722797531E-16     -1.1652212242728071E+00     -5.1748087011059812E-16     -2.8171276889392765E+00
115     5.2202E-22     2.5553E-10      8.6420169325675351E-17      1.4113950830963946E+00      1.9046247133941807E-16      3.1105909379765255E+00     -1.3819299022156082E+00     -5.9773858527467028E-01     -9.2626546535114540E-17     -5.0425208746194661E-01     -5.1842303444036205E-16     -2.8222567620591033E+00      1.2104042168190017E+00     -2.3390172523797115E+00      1.3819299020104261E+00     -5.9773858396012780E-01
116     6.9300E-27     5.3758E-10      1.2008518304984173E-17      1.9612046381274853E-01      1.0075870132956415E-16      1.6455688150737566E+00      1.9794162016993757E-16      3.2327387417532210E+00     -1.3150453967417526E+00     -1.7549027590044208E+00     -2.8740699838777851E-16     -1.5646225008860570E+00      6.5512533932325312E-01     -1.6521709675147422E+00      1.3150453968333773E+00     -1.7549027591285773E+00
117     2.2962E-25     3.9223E-12      8.7779078514807141E-01      1.0625046779676524E+00      1.8644663425333592E-16      3.0450051752773941E+00      2.7103686145533151E-16      4.4265140485241021E+00     -8.7779078515121089E-01      1.0625046779617611E+00     -8.7779078507274699E-01     -1.0625046792331831E+00     -5.5933990311256257E-16     -3.0450051771966766E+00      8.7779078507033459E-01     -1.0625046792259816E+00
118     3.8123E-26     2.1029E-11      8.6170684555637922E-01      2.4552181859400353E+00      5.4314938966792079E-17      8.8705956485132165E-01     -8.6170684559945809E-01      2.4552181858665083E+00     -9.0194240331713329E-17     -4.9101079189073865E-01     -2.1645446879634862E-16     -1.1783621630506103E+00     -3.4393741645204335E-16     -1.8723699273022589E+00     -6.3081589705224917E-16     -3.4341152163347650E+00
119     2.7689E-22     8.5156E-11      8.6170684559198452E-01      2.4552181859110704E+00      5.4314938959695591E-17      8.8705956473542336E-01     -8.6170684559137734E-01      2.4552181859171069E+00     -9.0194240387129107E-17     -4.9101079219241806E-01     -3.4393741610852982E-16     -1.8723699254321966E+00     -6.3081589667515788E-16     -3.4341152142819080E+00     -8.6432723019143011E-16     -4.7053336908011083E+00
120     9.4316E-33     1.4792E-12      8.6420169226486052E-17      1.4113950814764569E+00      1.3784807268246566E-16      2.2513042211842027E+00      1.9046247138711592E-16      3.1105909387555162E+00     -1.3819299020931304E+00     -5.9773858575643579E-01     -9.2626546750810201E-17     -5.0425208863617788E-01     -5.1842303449515416E-16     -2.8222567623573873E+00      1.3819299020866549E+00     -5.9773858575521999E-01
121     2.9099E-32     1.1022E-10      3.5344942193387918E-01      0.0000000000000000E+00      1.0855378615223101E+00      0.0000000000000000E+00      1.9226754943175344E+00      0.0000000000000000E+00      1.4253366107131090E-16      2.3278282139631079E+00     -3.5344942195790291E-01      4.3283640788449436E-17     -1.0855378615452276E+00      1.3293565625630417E-16     -1.9226754943380255E+00      2.3545206267049260E-16
122     8.5042E-33     4.9056E-12      7.3270109633343361E-01      1.8365304061031600E+00     -7.3270109635292147E-01      1.8365304061569458E+00     -2.5036232916851264E+00     -1.0001364126924350E+00     -1.6357248420324644E+00     -9.4120927827690448E-01     -5.1909316185994703E-01     -8.9532112731696634E-01      5.1909316298812824E-01     -8.9532112733532010E-01      1.6357248434034768E+00     -9.4120927833780865E-01
123     5.7444E-21     9.4640E-09      3.6021498361015147E-01      6.7269724081051008E-01      9.4277373261204433E-17      1.5397171991952423E+00      1.9812953422141957E-16      3.2358077124619791E+00     -9.2439698404952930E-01     -9.9602407629139966E-02     -8.0351353232482625E-01     -2.2881600412462650E+00      8.0351352989966374E-01     -2.2881600672206415E+00      9.2439699415636245E-01     -9.9602396259900403E-02
124     5.1544E-33     2.9341E-12      1.6357248431654940E+00      9.4120927897683671E-01      5.1909316254433058E-01      8.9532112793898389E-01     -5.1909316255605875E-01      8.9532112793897800E-01     -1.6357248431758702E+00      9.4120927897672846E-01     -7.3270109648183634E-01     -1.8365304051843490E+00     -6.3678816307084803E-16     -3.4666277920423663E+00      7.3270109648002157E-01     -1.8365304051875795E+00
125     3.5609E-26     3.6428E-12      7.3270109650039927E-01      1.8365304067119221E+00      3.8663367415298082E-17      6.3144156152085429E-01     -7.3270109650301496E-01      1.8365304066965642E+00     -1.6357248431655991E+00     -9.4120927907218932E-01     -5.1909316256444160E-01     -8.9532112794958840E-01      5.1909316255327098E-01     -8.9532112795051944E-01      1.6357248431554667E+00     -9.4120927907465990E-01
126     3.4726E-30     5.5540E-12      7.3429734520879475E-01      2.8067997044318154E+00     -4.6704450760378924E-01      1.9288122070958094E+00     -9.7489587407873268E-01      4.2706319235205503E-01     -2.0757893274229979E+00      5.7174278724999195E-01     -9.0942396515657789E-02     -7.0410242118104038E-01     -3.1590819261249198E-01     -2.9090957134302791E+00      1.1144936276714115E+00     -1.5494769698709392E+00
127     2.1787E-33     2.7272E-09      8.7779078547882361E-01      1.0625046738772981E+00      1.0861984524224695E+00      3.6888264021411259E+00      1.8644663428045612E-16      3.0450051757203154E+00     -8.7779078473735161E-01      1.0625046822099251E+00     -8.7779078529324073E-01     -1.0625046747034654E+00     -5.5933990310494060E-16     -3.0450051771551832E+00      8.7779078483533257E-01     -1.0625046836602354E+00
128     4.6827E-21     5.6449E-10      1.6357248432279317E+00      9.4120927802117416E-01      5.1909316259797611E-01      8.9532112696712707E-01      1.8959095632062202E-16      3.0963575475310852E+00     -5.1909316253614091E-01      8.9532112683903475E-01     -1.6357248432070541E+00      9.4120927769188023E-01     -7.3270109683011098E-01     -1.8365304054941991E+00      7.3270109672348138E-01     -1.8365304071284378E+00
129     3.0917E-33     5.7432E-10      1.3143516416246892E+00      1.6433282960766296E+00      9.1998385846346936E-17      1.5024972810110182E+00     -1.3143516416473393E+00      1.6433282960383431E+00     -8.1339994987080988E-01     -2.1882530998277638E+00     -7.5799644140973242E-17     -4.1264767193353730E-01      8.1339994937009763E-01     -2.1882531009623549E+00      1.3899030050678169E+00     -4.1987800339868925E-01
130     5.7612E-32     5.1831E-12      7.8071588375065948E-01      2.0835372040666953E+00     -7.8071588375280510E-01      2.0835372040598155E+00     -1.3572613573465293E+00     -4.6164724407723301E-01     -8.7711345788089810E-17     -4.7749409712661500E-01     -5.0814167851136080E-16     -2.7662858187057013E+00     -7.6191178571564314E-16     -4.1477915649518966E+00      1.3572613573406755E+00     -4.6164724408248109E-01
131     4.1510E-22     7.1010E-09      8.7779078493785856E-01      1.0625046840623567E+00      2.8075394109261970E-01      2.0085376104852468E+00      1.8644663440555852E-16      3.0450051777634597E+00     -8.7779078549094369E-01      1.0625046717581250E+00     -8.7779078475000383E-01     -1.0625046857640990E+00     -5.5933990310720256E-16     -3.0450051771674969E+00      8.7779078535755062E-01     -1.0625046726834033E+00
132     1.2944E-28     2.4506E-10      1.9283419276328986E+00      8.8937598382145489E-01      8.3533281609898935E-01      8.9867698759731585E-01      1.7601927110140780E-16      2.8747077875596010E+00     -8.3533281826148464E-01      8.9867698845731270E-01     -1.3147296545199363E+00     -1.5789340899104383E+00     -2.7814366274069837E-16     -1.5141935848611026E+00      1.3147296545155125E+00     -1.5789340897468458E+00
133     5.9260E-23     8.0402E-10      8.7911953300502010E-01      8.6710209551176787E-01      1.0137099724778961E-01      3.0504871060511269E+00     -8.5074295935971500E-01      1.2595077010265670E+00     -8.7911953409206989E-01     -8.6710209491449219E-01     -1.0137099735256634E-01     -3.0504871057176706E+00     -1.9906079301627098E-02     -1.0704315228673320E+00      8.5074296056673249E-01     -1.2595077009098330E+00
134     1.9396E-21     5.1607E-10      1.0258771072479138E+00      0.0000000000000000E+00      8.7076117520905871E-01      4.1711357490065089E+00      9.6067350712639584E-17      1.5689507148608777E+00      2.0026134179479735E-16      3.2706239220418780E+00     -1.0258771071968837E+00      1.2562956237142239E-16     -2.8820205244044993E-16     -1.5689507165078351E+00     -6.0078402560951539E-16     -3.2706239232674328E+00
135     3.5041E-33     6.9583E-10      1.0258771069565880E+00      0.0000000000000000E+00      9.6067350797484656E-17      1.5689507162465486E+00      2.0026134189360943E-16      3.2706239236556547E+00     -1.0258771077006292E+00      1.2562956243311139E-16     -4.4844861088499427E-01     -7.4965240936262567E-01     -2.8820205248155801E-16     -1.5689507167316246E+00     -6.0078402572685056E-16     -3.2706239239061965E+00
136     1.3486E-28     4.6691E-12      1.8442974173525675E+00      4.5049525771494825E-01      8.7224282627493710E-01      4.2212973843574836E-01      2.5218701109136155E-17      4.1186624633165991E-01     -8.7224282629211281E-01      4.2212973843628565E-01     -1.8442974173677598E+00      4.5049525771571014E-01     -3.9624273713468695E-16     -2.1571162352042905E+00     -6.3087266174421924E-16     -3.4344242391310451E+00
137     2.5656E-25     2.1994E-10      8.5378885736521892E-01      0.0000000000000000E+00      8.0220368033677025E-01      2.2300908414700049E+00     -8.0220367833307227E-01      2.2300908413358878E+00     -1.8654538060698942E+00      2.4482132209558447E+00     -8.5378885752532363E-01      1.0455552597482597E-16     -8.0220367957522565E-01     -2.2300908422587544E+00      8.0220367958946526E-01     -2.2300908421127232E+00
138     1.2644E-32     3.3261E-10      5.3715489178542020E-01      0.0000000000000000E+00      1.6847375478675586E+00      0.0000000000000000E+00      8.6646559911556259E-17      1.4150924440511907E+00      1.5299919705571153E-16      2.4987490319342776E+00     -5.3715489179751008E-01      6.5780329348200246E-17     -1.6847375478780362E+00      2.0631403056545748E-16     -4.5899759100408553E-16     -2.4987490310466507E+00
139     2.5441E-21     2.7760E-10      8.5378885740257460E-01      0.0000000000000000E+00      8.0220368060006864E-01      2.2300908414966876E+00      1.3607807197623009E-16      2.2223969613008805E+00     -8.0220368062841962E-01      2.2300908413611733E+00     -8.5378885735747012E-01      1.0455552595427053E-16     -8.0220367957850824E-01     -2.2300908420786913E+00      8.0220367955413541E-01     -2.2300908421873786E+00
140     2.8390E-30     1.8025E-12      1.3572613573294130E+00      4.6164724526784223E-01      2.9237115327359221E-17      4.7749409818267058E-01      1.6938055961519264E-16      2.7662858205251548E+00     -1.3572613573352772E+00      4.6164724526270617E-01     -7.8071588384374224E-01     -2.0835372027369385E+00     -6.9271654909100137E-16     -3.7710978004146263E+00      7.8071588384159818E-01     -2.0835372027436487E+00
141     5.2960E-33     3.2860E-10      1.8442974175364584E+00      4.5049525713860766E-01      8.7224282676283882E-01      4.2212973790980540E-01      4.3445847439442498E-01      4.1621005311453529E-01      2.5218701077131985E-17      4.1186624580897491E-01     -8.7224282664024499E-01      4.2212973789861630E-01     -1.8442974174899562E+00      4.5049525712939786E-01     -3.9624273733705669E-16     -2.1571162363059764E+00
142     9.6558E-29     2.7908E-12      1.3819299021119986E+00      5.9773858568543792E-01      3.0875515582972155E-17      5.0425208862586857E-01      1.7280767816687401E-16      2.8222567623871542E+00     -1.3819299021184743E+00      5.9773858568666050E-01     -2.5926050773190810E-16     -1.4113950817619905E+00     -5.7138741369436694E-16     -3.1105909362133071E+00     -8.1407540930188082E-16     -4.4317664843122762E+00
143     7.4155E-31     1.7490E-12      1.6357248430935318E+00      9.4120927878788552E-01      5.1909316250954551E-01      8.9532112780537265E-01     -5.1909316254684834E-01      8.9532112784738260E-01     -1.6357248431146703E+00      9.4120927889900186E-01     -1.7364847201930336E+00     -1.9523192268567988E+00     -7.3270109527869787E-01     -1.8365304057654808E+00      7.3270109704970576E-01     -1.8365304056288723E+00
144     2.3689E-27     2.0416E-12      1.6357248437105154E+00      9.4120927836132140E-01      1.0695928451790953E+00      9.1644844182328578E-01      5.1909316166222552E-01      8.9532112728375135E-01     -5.1909316306477471E-01      8.9532112728195645E-01     -1.6357248434241849E+00      9.4120927826802236E-01     -7.3270109630825708E-01     -1.8365304059735303E+00      7.3270109633096514E-01     -1.8365304061450001E+00
145     4.2690E-33     1.6815E-12      3.0064746788141543E-17      4.9101079206881659E-01      1.1464580535258818E-16      1.8723699251558343E+00      1.6160684405239987E-16      2.6393272180562293E+00      2.1027196570534766E-16      3.4341152166820539E+00     -8.6170684557678556E-01     -2.4552181859033273E+00     -1.6294481688978696E-16     -8.8705956479367443E-01      8.6170684557739508E-01     -2.4552181858972859E+00
146     6.6570E-33     5.0299E-10      1.3208091248794101E-16      2.1571162369960830E+00     -8.9581451370740450E-01      1.4486422400994374E+00     -1.8442974173438682E+00     -4.5049525756859360E-01     -8.7224282626065608E-01     -4.2212973835175799E-01     -7.5656103325086118E-17     -4.1186624631901725E-01      8.7224282628146199E-01     -4.2212973846084717E-01      1.8442974173458906E+00     -4.5049525774887295E-01
147     8.6751E-31     6.7614E-11      8.1339994971156748E-01      2.1882531006597099E+00      2.5266548124985065E-17      4.1264767320731777E-01     -8.1339994971355400E-01      2.1882531006614832E+00     -1.3143516415783298E+00     -1.6433282965303235E+00     -8.8967620523548707E-17     -4.8433316412713956E-01     -2.7599515753731784E-16     -1.5024972810016384E+00      1.3143516415720147E+00     -1.6433282965297600E+00
148     2.0904E-24     1.7264E-12      3.5344942223085968E-01      0.0000000000000000E+00      1.0855378616729521E+00      0.0000000000000000E+00      1.9226754943223121E+00      0.0000000000000000E+00     -3.5344942150032582E-01      4.3283640732414255E-17     -1.0855378608818278E+00      1.3293565617506382E-16     -1.9226754933029797E+00      2.3545206254374025E-16     -2.6084243662608371E+00      3.1942930523881287E-16
149     2.1542E-28     9.7820E-10      8.4336592281537781E-01      2.3317277398593834E+00      3.3782439386590156E-17      5.5172732496682964E-01     -8.4336592333650728E-01      2.3317277386209780E+00     -3.6683731937506675E-01     -3.1661823730437721E-01     -9.3655815734832049E-01     -1.0929491841442154E+00     -5.5645214573426523E-16     -3.0292844390221396E+00      9.3655815758220184E-01     -1.0929491799883924E+00
150     4.5818E-25     6.6134E-12      1.6525227443153621E+00      1.0370411638915231E+00      5.2851567986785486E-01      9.5413329455283158E-01     -5.2851567987994996E-01      9.5413329455379103E-01     -1.6525227443257451E+00      1.0370411638931829E+00     -2.1404059720854522E-16     -1.1652212241670310E+00     -5.1748087005798741E-16     -2.8171276886528673E+00     -7.5059391017126044E-16     -4.0861778852631483E+00
151     1.0991E-33     1.1455E-12      8.7911953269359633E-01      8.6710209843858899E-01      1.0137099586082177E-01      3.0504871060420435E+00     -8.5074296024553664E-01      1.2595076984029154E+00     -8.7911953323044989E-01     -8.6710209750111877E-01     -1.0137099619982270E-01     -3.0504871061210297E+00      8.5074295940128164E-01     -1.2595076990896479E+00      1.7153954813962164E+00     -1.9471550549470779E-01
152     7.9704E-34     1.5200E-10      9.4277373161942657E-17      1.5397171975741211E+00      1.9812953406951718E-16      3.2358077099811426E+00      2.7934372034213730E-16      4.5621798297913232E+00     -9.2439698881172772E-01     -9.9602401567887106E-02     -8.0351353084951760E-01     -2.2881600545040133E+00      8.0351353084678501E-01     -2.2881600545027876E+00      9.2439698880888677E-01     -9.9602401568785234E-02
153     3.9266E-22     1.3619E-09      7.8071588386154944E-01      2.0835372019205352E+00     -7.8071588375775647E-01      2.0835372054844123E+00     -1.3572613578660080E+00     -4.6164724580947747E-01     -8.7711345857243514E-17     -4.7749409750308264E-01     -5.0814167876970457E-16     -2.7662858201121057E+00      1.3572613559731004E+00     -4.6164724351229841E-01      2.3448634669609230E+00     -4.8129344107253286E-01
154     5.5827E-24     7.0902E-12      3.9512377325149483E-17      6.4530740350675242E-01      1.2135309595586803E-16      1.9819119111555690E+00      1.6728063289743492E-16      2.7319902820249142E+00      2.1493734325474672E-16      3.5103091305032090E+00     -1.1853713225982452E-16     -6.4530740505487483E-01     -3.6405928819024454E-16     -1.9819119129119998E+00     -6.4481202967143810E-16     -3.5103091299980016E+00
155     1.9364E-30     3.2429E-09      3.0064746884038581E-17      4.9101079363498579E-01      1.1464580546142140E-16      1.8723699269332743E+00      2.1027196567361748E-16      3.4341152161638435E+00     -8.6170684874492787E-01     -2.4552181810517024E+00     -2.8125470347159626E-01     -1.7289229509979711E+00     -1.6294481658263305E-16     -8.8705956312155110E-01      8.6170684265474062E-01     -2.4552181908781852E+00
156     2.9095E-31     4.7013E-12      5.3715489104747627E-01      0.0000000000000000E+00      1.6847375466853749E+00      0.0000000000000000E+00      2.5697302963453050E+00      0.0000000000000000E+00      1.5299919697742924E-16      2.4987490306557887E+00     -5.3715489224266799E-01      6.5780329402714565E-17     -1.6847375481127662E+00      2.0631403059420266E-16     -4.5899759093297308E-16     -2.4987490306595195E+00
157     8.4120E-22     2.8449E-10      9.3655815763044148E-01      1.0929491822669062E+00      3.0882897133489915E-17      5.0437264247559699E-01      1.8548404856564944E-16      3.0292844388189892E+00     -9.3655815787905061E-01      1.0929491815545187E+00     -8.4336592310091485E-01     -2.3317277393686062E+00     -1.0134731815741110E-16     -5.5172732495398547E-01      8.4336592325208548E-01     -2.3317277388463684E+00
158     3.4321E-33     8.2565E-10      5.7040002344411700E-01      4.5914549076811451E+00      3.9512377332796584E-17      6.4530740363164318E-01      1.2135309597306912E-16      1.9819119114364934E+00      2.1493734311343560E-16      3.5103091281953471E+00     -1.1853713224834775E-16     -6.4530740499239614E-01     -3.6405928818834235E-16     -1.9819119129016443E+00     -6.4481202967701032E-16     -3.5103091300283364E+00
159     4.7793E-22     4.5784E-11      6.8133124541386914E-17      1.1127351140833501E+00      1.3208091252972574E-16      2.1571162376785020E+00     -1.8442974173575548E+00     -4.5049525776465826E-01     -8.7224282629140515E-01     -4.2212973846362795E-01     -7.5656103329235970E-17     -4.1186624634160868E-01      8.7224282627435956E-01     -4.2212973846312679E-01      1.8442974173421041E+00     -4.5049525776265542E-01
160     1.2607E-28     4.4904E-10      8.3533281743969534E-01      8.9867698857051692E-01      1.7601927109523827E-16      2.8747077874588416E+00     -8.3533281740926446E-01      8.9867698815578712E-01     -1.3147296553132548E+00     -1.5789340892138706E+00     -6.5115889966263074E-01     -1.5419755112886047E+00     -2.7814366262237900E-16     -1.5141935842169805E+00      1.3147296550737217E+00     -1.5789340892271020E+00
161     3.1671E-23     5.3364E-12      1.2008518226517199E-17      1.9612046253124327E-01      5.6381738516519850E-17      9.2081407777339896E-01      1.0075870138080568E-16      1.6455688159106221E+00      1.9794162020774844E-16      3.2327387423707394E+00     -1.3150453960993542E+00     -1.7549027600375080E+00     -2.8740699853422541E-16     -1.5646225016833031E+00      1.3150453960878814E+00     -1.7549027600441232E+00
162     1.5010E-27     3.3414E-10      8.5378885764671553E-01      0.0000000000000000E+00      8.0220367971260076E-01      2.2300908423998145E+00      6.4972816988582988E-17      1.0611216704173161E+00     -8.0220367971540196E-01      2.2300908423989929E+00     -8.5378885764864143E-01      1.0455552598992754E-16     -8.0220367959228511E-01     -2.2300908423093198E+00      8.0220367958939209E-01     -2.2300908423103283E+00
