    9    3     3.4216E-32     5.9101E-11     -2.6084243673367054E+00     -3.1924611563265986E-16      3.5344942198855595E-01      0.0000000000000000E+00      1.0855378616157241E+00      0.0000000000000000E+00      1.9226754944603985E+00      0.0000000000000000E+00     -3.5344942193725792E-01      4.1161595999048045E-17     -1.0855378615571558E+00      1.2628887345083247E-16     -1.9226754943768558E+00      2.2367945955286222E-16
    9    4     1.1161E-32     6.1996E-11      1.4963727047315045E+00      7.1045942589247565E-19      3.5344942190751771E-01      0.0000000000000000E+00      1.0855378615204601E+00      0.0000000000000000E+00      1.9226754944864133E+00      0.0000000000000000E+00     -3.5344942201497376E-01      4.1782319135871521E-17     -1.0855378616384286E+00      1.2628887345083247E-16     -1.9226754944780595E+00      2.2368525757575092E-16
    9    5     2.4283E-22     2.5469E-11      1.0463366038657588E-11     -1.2065218404094953E-15      3.5344942202689239E-01      0.0000000000000000E+00      1.0855378616427775E+00      0.0000000000000000E+00      1.9226754944809072E+00      0.0000000000000000E+00     -3.5344942200720270E-01      4.2342162716368171E-17     -1.0855378616233307E+00      1.2937155373500061E-16     -1.9226754944607427E+00      2.3012383388883580E-16

*** Number of solutions computed by the direct method ***
Number of distinct solutions of the (N+1)-body problem =   55
Number of distinct solutions of the (N+1)-body problem close to the analytic-continuation solutions =   55

*** X- and Y-coordinates of distinct configurations computed by the direct method ***
IS  = solution counter
FCT = residual of the the relative equilibrium equations at the solution
RMS = RMS error in radial distance with respect to the analytic-continuation solution
(X,Y) = X and Y coordinates of each point mass

Solutions close to the analytic-continuation solutions:
IS        FCT           RMS                    X                        Y
  1     3.4990E-33     2.7373E-11      0.0000000000000000E+00      0.0000000000000000E+00      2.2983404879051506E+00      0.0000000000000000E+00      4.3701602443464227E-01      1.3449970239117390E+00     -1.1441228056342796E+00      8.3125387555919439E-01     -1.1441228056308537E+00     -8.3125387555661012E-01      4.3701602443203214E-01     -1.3449970239052871E+00      1.4142135622344054E+00     -3.7214426516265113E-13
  2     5.3404E-33     1.8955E-12      0.0000000000000000E+00      0.0000000000000000E+00      1.9412598360700497E+00      0.0000000000000000E+00      1.1441228055563011E+00      8.3125387559080666E-01     -4.3701602448081700E-01      1.3449970238963960E+00     -1.4142135623544454E+00      5.5096161999041694E-13     -4.3701602448374460E-01     -1.3449970239026512E+00      1.1441228055594661E+00     -8.3125387559365704E-01
  3     1.0482E-32     1.4933E-11      5.6126824594368374E-01      0.0000000000000000E+00      1.6559497610399281E+00      5.3927577015757679E-11     -2.9080757141747908E-11      6.6753792689644209E-01     -1.0768723182624261E-10      1.3938466002803747E+00     -5.6126824593320213E-01     -2.9852734406085303E-11     -1.6559497610315801E+00     -1.4200422978194131E-10      5.8806482288877268E-11     -1.3938466002028445E+00
  4     1.8952E-32     8.6160E-12      1.3938466001157732E+00      0.0000000000000000E+00      2.2565029069215403E+00      1.0070990359239520E-13     -9.5847471036624870E-12      5.6126824593085800E-01     -6.2741853220469933E-11      1.6559497610334823E+00     -1.3938466002078811E+00      4.1675246572310676E-13     -2.1408956536484939E-11     -5.6126824593348557E-01     -2.8701082503033740E-11     -1.6559497610355756E+00
  5     2.0061E-32     9.5066E-12      6.7476250658239967E-01      0.0000000000000000E+00      1.6964754324792124E+00      3.0296493723929587E-12     -3.3738125325143298E-01      5.8436147221517121E-01     -8.4823771620570676E-01      1.4691908214221800E+00     -1.6289580846491980E+00     -5.6502990743412639E-12     -3.3738125326838081E-01     -5.8436147221594481E-01     -8.4823771615774080E-01     -1.4691908214596778E+00
  6     2.0403E-32     1.3048E-11      2.1831063790922705E+00      0.0000000000000000E+00      6.6901739088755130E-01      1.1587721122153940E+00     -6.2108700198824962E-01      1.0757542433749785E+00     -1.3380347816871840E+00      8.2150729903421164E-12     -6.2108700199836897E-01     -1.0757542433664491E+00      6.6901739087817258E-01     -1.1587721122148675E+00      1.2421740036980289E+00     -1.8946225053917047E-12
  7     2.0668E-32     5.4323E-11      1.7604868327271550E+00      0.0000000000000000E+00      3.7824787329985532E-01      4.1466925401890053E-01      1.1159716942805560E+00      1.2234282932092004E+00     -1.0297844820653623E+00      9.3933607694288113E-01     -3.7824787331606752E-01     -4.1466925400551585E-01     -1.1159716944027156E+00     -1.2234282931016456E+00      1.0297844819640243E+00     -9.3933607699809074E-01
  8     6.4044E-32     2.6478E-11      2.2499860829883338E+00      0.0000000000000000E+00      6.2108700309910414E-01      1.0757542453796769E+00     -6.6901738985327197E-01      1.1587721103421562E+00     -1.2421740061322193E+00      1.4310960904675835E-12     -6.6901738985464332E-01     -1.1587721103400435E+00      6.2108700309814591E-01     -1.0757542453796323E+00      1.3380347794350038E+00     -1.6908244663664528E-13
  9     2.6078E-31     4.0764E-12      2.0555670047905328E+00      0.0000000000000000E+00      1.1180339886540858E+00      6.4549722436262580E-01     -3.4210588694953544E-11      1.2909944487675229E+00     -1.1180339887305442E+00      6.4549722434765844E-01     -1.1180339887309267E+00     -6.4549722434575385E-01     -3.4877385556113108E-11     -1.2909944487666019E+00      1.1180339886538029E+00     -6.4549722436187684E-01
 10     3.9375E-31     1.9731E-11      2.0544988119148853E+00      0.0000000000000000E+00      1.1216142351663090E+00      7.2960165997707727E-01     -6.5956476089918920E-02      1.2404217031937439E+00     -1.1926606897712639E+00      6.0654559095117067E-01     -1.0412584682951689E+00     -6.7733083537834005E-01      7.1046454535507550E-02     -1.3361472509792029E+00      1.1072149442594132E+00     -5.6309086775037853E-01
 11     9.5573E-30     2.7281E-12      2.4692820711392973E+00      0.0000000000000000E+00      2.3717540953678179E-12      1.3938466002067986E+00     -5.6126824596873603E-01      2.8510265130714633E-12     -1.6559497610537779E+00      4.6875749577172595E-12     -4.8581070999320558E-12     -1.3938466002035681E+00      5.6126824585549007E-01     -1.3161942137199416E-12      1.6559497609259357E+00     -1.8719449022354182E-13
 12     1.5328E-29     1.1967E-11      3.5344942198676255E-01      0.0000000000000000E+00      1.0855378616254554E+00      2.2990187807233815E-12      1.9226754944788356E+00      4.2065253907261599E-11     -3.5344942195441803E-01      2.0489061252734095E-11     -1.0855378615946008E+00      4.1475029512534738E-11     -1.9226754944512483E+00      6.9387497635405445E-11     -3.1815780769491680E-11     -1.4138416560277802E+00
 13     1.3708E-28     1.5546E-12      2.1770085635201490E+00      0.0000000000000000E+00      7.3668799695799436E-01      1.3031423692178541E+00     -3.6335878317488829E-01      7.2853901974445456E-01     -1.4841384364642558E+00      1.9550534685784893E-01     -7.2454034578852766E-01     -1.0073841232187890E+00      5.9477017045727754E-01     -1.1925218188098810E+00      1.2405793978088091E+00     -2.7280793798230795E-02
 14     3.6179E-27     1.6392E-12      1.4969599992696290E+00      0.0000000000000000E+00      5.8676864714281340E-01      1.0933819273719245E+00     -7.4542116232457900E-01      1.1046298631592713E+00     -1.2335166671658675E+00     -1.3497450222883131E-01     -5.6018575759792755E-01     -1.3881934866199250E+00      4.5539494059540098E-01     -6.7484380165202884E-01      9.6422464530740859E-01     -3.3694193754853202E-01
 15     1.2844E-26     4.0842E-11      0.0000000000000000E+00      0.0000000000000000E+00      5.6126824600720393E-01      0.0000000000000000E+00      1.6559497610743030E+00      3.1621745100716147E-14     -1.1088392439224465E-12      1.3938466001873187E+00     -5.6126824599018621E-01      5.1253325464248848E-13     -1.6559497610612928E+00      1.2099183861080257E-12     -2.2459598667842040E-12     -1.3938466001865601E+00
 16     2.1382E-26     6.5214E-12      2.2068805265476823E+00      0.0000000000000000E+00      1.3271791442527490E+00      2.1901151725018269E-03      4.5229598365575951E-01      1.2477329926770337E+00     -1.4654341524932823E+00      8.3268560103384914E-01     -5.9500404249002636E-01      2.0904149345595213E-01     -5.2056320117105127E-03     -6.3063543983495973E-01      2.8616869888362689E-01     -1.6610147625136664E+00
 17     3.1701E-26     3.1560E-12      2.1446143454130793E+00      0.0000000000000000E+00     -3.8558425485850945E-01      1.7875943016448372E+00     -2.1081413559745324E-01      8.6332940210670850E-01     -1.1799652751493286E-01      1.2219242861976611E-11     -2.1081413558894960E-01     -8.6332940208549636E-01     -3.8558425484584569E-01     -1.7875943016273772E+00      1.3107933081889565E+00     -4.5436618948085016E-13
 18     5.7560E-26     1.6111E-12      2.0469758162385716E+00      0.0000000000000000E+00      1.1921812780831114E+00      9.0531377950508829E-01     -4.5446819038404265E-02      8.1285502724747705E-01     -1.2856680642457696E+00      7.6677693484105780E-01     -1.0640028821399368E+00     -6.3849772996757936E-01      7.4390419424696749E-02     -1.3305359482002370E+00      1.1285460677248345E+00     -5.1591206343603147E-01
 19     6.5418E-26     1.6905E-12      2.2415941615178894E+00      0.0000000000000000E+00      5.7810634704259811E-01      1.0979865828282178E+00     -8.3735105181774250E-01      1.2408595630307073E+00     -8.1412450449331497E-01      4.5465143402982263E-12     -8.3735105182161784E-01     -1.2408595630224626E+00      5.7810634703965036E-01     -1.0979865828276933E+00      1.3326139138153403E+00     -6.3591900555625155E-13
 20     6.6495E-26     2.2388E-12      1.9175193236303953E+00      0.0000000000000000E+00      1.0872947514722502E+00      7.6105151019593309E-01     -7.2055468387184551E-01      1.5237005982350524E+00     -3.6674006769465045E-01      5.1305933314806562E-01     -3.6674006769157497E-01     -5.1305933313541319E-01     -7.2055468386891253E-01     -1.5237005982247924E+00      1.0872947514705775E+00     -7.6105151019635953E-01
 21     9.8990E-26     2.2402E-12      8.1412450452280061E-01      0.0000000000000000E+00      1.9239488665118276E+00      8.5303788403008719E-12      8.3735105172907098E-01      1.2408595630704540E+00     -5.7810634706704556E-01      1.0979865827156812E+00     -1.3326139140405231E+00     -3.7938631460920162E-12     -5.7810634705998543E-01     -1.0979865827186266E+00      8.3735105173700242E-01     -1.2408595630631574E+00
 22     1.8478E-25     1.7977E-12      2.4899165863225923E+00      0.0000000000000000E+00      2.3196686620198961E-01      1.3067519469291458E+00     -1.1483775456724368E+00      6.6531067209797534E-01     -1.0781386471863770E+00     -1.2955615087709240E+00     -3.1072559523195303E-01     -5.4879664821370056E-01      6.1982716497798762E-01     -1.1637199845385897E-01      1.6854477566377177E+00     -1.1332463591787750E-02
 23     2.8964E-25     3.5157E-12      2.3628214453843830E+00      0.0000000000000000E+00      6.0100107997383567E-01      1.0856238696631699E+00     -7.3092813834572723E-01      1.1142728123536192E+00     -1.2351745514908394E+00     -1.1884995499205567E-01     -5.7827148698389630E-01     -1.3807575191309882E+00      4.4654081878159896E-01     -6.8073490123465319E-01      1.4968322778159682E+00     -1.9554306673793258E-02
 24     3.8757E-25     2.4318E-12      1.6854858544703333E+00      0.0000000000000000E+00      2.2317559917484653E-01      1.3082820528233408E+00     -1.1528248440023514E+00      6.5757444965477996E-01     -1.0694034933734455E+00     -1.3027811535095855E+00     -3.0702870514597352E-01     -5.5087342543377704E-01      6.2059558876751042E-01     -1.1220192353976216E-01      1.1476488116600967E+00     -4.9979321726976819E-02
 25     8.7874E-25     2.1043E-12      1.4969599992048472E+00      0.0000000000000000E+00      4.5539494080544923E-01      6.7484380179430181E-01     -5.6018575758005973E-01      1.3881934865626178E+00     -1.2335166671103361E+00      1.3497450228179908E-01     -7.4542116242323475E-01     -1.1046298631102989E+00      5.8676864701103248E-01     -1.0933819274636500E+00      1.0357938176545163E+00     -5.5870499137918472E-01
 26     2.0456E-24     6.5927E-12      2.0288319041036136E+00      0.0000000000000000E+00      1.1106179058267074E+00      7.3646976245785356E-01     -1.2500143929547211E-01      1.2345671810905001E+00     -1.3836210172325578E+00      5.7138613903967517E-01     -6.7850203479057947E-01     -4.4992632454498921E-01     -1.2097670550542677E-02     -1.4969111147973606E+00      1.0886042558408706E+00     -5.9558564322868768E-01
 27     3.3962E-24     9.2155E-12      1.4969599992290923E+00      0.0000000000000000E+00      4.5539494069115266E-01      6.7484380154288481E-01     -5.6018575741091670E-01      1.3881934866837258E+00     -1.2335166672248270E+00      1.3497450236062616E-01     -1.1690144268240973E-01     -1.7323471768644730E-01     -7.4542116239523581E-01     -1.1046298631055764E+00      5.8676864713540156E-01     -1.0933819274860617E+00
 28     4.2799E-24     1.0507E-11      1.8250620737588026E+00      0.0000000000000000E+00      1.2204433601881388E+00      1.1624889548289961E+00      3.7198073619520028E-01      5.0927250907486343E-01     -6.0225685927360384E-01      1.8712250539648229E-01     -1.6728797141035689E+00      2.0575720552375185E-01     -3.8121612834970370E-01     -1.2712527448673947E+00      1.0639286051893486E+00     -7.9338842995080039E-01
 29     6.0686E-23     1.0602E-11      1.6854858544327846E+00      0.0000000000000000E+00      2.2317559916410393E-01      1.3082820528418795E+00     -1.1528248440183828E+00      6.5757444966089595E-01     -1.0694034933715963E+00     -1.3027811534601443E+00     -3.0702870512430708E-01     -5.5087342539305961E-01      7.1945672192697185E-01     -1.5213788242040891E+00      6.2059558885902233E-01     -1.1220192350301318E-01
 30     5.9865E-22     4.5209E-11      1.6854858544364917E+00      0.0000000000000000E+00      6.2059558888011435E-01      1.1220192351096375E-01     -3.0702870507404717E-01      5.5087342542414031E-01     -1.0694034932502481E+00      1.3027811535734310E+00     -1.1528248440979956E+00     -6.5757444958204003E-01     -2.4769702378474623E-01     -5.2378551099200066E-01      2.2317559914514112E-01     -1.3082820528692880E+00
 31     1.3279E-21     6.0153E-11      1.8287068122160062E+00      0.0000000000000000E+00     -2.7638178923541751E-01      1.2813243943931918E+00     -1.3792048710661873E+00      8.7738025985229484E-01     -1.6661053316354573E+00     -7.5383129993515408E-01     -7.9946993069083516E-01     -3.8810834351736567E-01      2.4879659696191516E-02     -1.1534376038274061E-01      8.8837057983145484E-01     -2.4040990640203128E-02
 32     2.1280E-21     2.3549E-10      1.4969599993675649E+00      0.0000000000000000E+00      5.8676864713179500E-01      1.0933819274811616E+00     -7.7055582869487146E-02      1.1159428269667768E+00     -7.4542116252657842E-01      1.1046298629542433E+00     -1.2335166671587376E+00     -1.3497450251188348E-01     -5.6018575727177145E-01     -1.3881934866884931E+00      4.5539494048355095E-01     -6.7484380134457389E-01
 33     6.7660E-26     8.2654E-12      1.6854858544423861E+00      0.0000000000000000E+00      6.2059558889089950E-01      1.1220192348107709E-01     -3.0702870503730190E-01      5.5087342542762929E-01     -1.0694034932162397E+00      1.3027811535882339E+00     -1.1528248440885860E+00     -6.5757444950232324E-01      2.2317559899589953E-01     -1.3082820529434134E+00      4.0495856456373747E-01     -6.1828433796778270E-01
 34     9.1849E-32     1.7105E-12      5.6126824583551316E-01      0.0000000000000000E+00      1.1050290539072327E+00      1.0992385138806965E-13      1.6559497610859299E+00      6.8538294032731104E-13      1.0184983585880363E-11      1.3938466002010808E+00     -5.6126824597408054E-01     -2.8532614852347933E-13     -1.6559497610525973E+00     -1.5257302597848899E-12      1.1470908068231894E-11     -1.3938466002016818E+00
 35     1.2348E-21     1.4184E-10      2.5763178189332359E+00      0.0000000000000000E+00     -2.7332010268535256E-01      1.2819809743823509E+00     -1.6679013714389563E+00     -7.4984906512909122E-01     -8.0039478410466347E-01     -3.8619741845640065E-01      2.4604049121837921E-02     -1.1540286509711131E-01      8.8831061453858462E-01     -2.6163110444030545E-02      1.8287015942810019E+00     -4.3685152678805475E-03
 36     4.0723E-30     1.9653E-12      0.0000000000000000E+00      0.0000000000000000E+00      1.3380347803258188E+00      0.0000000000000000E+00      6.2108700276116413E-01      1.0757542446966830E+00     -6.6901739015731165E-01      1.1587721109100457E+00     -1.2421740055142390E+00      4.0535739789202875E-12     -6.6901739016073647E-01     -1.1587721109038731E+00      6.2108700275897155E-01     -1.0757542446960524E+00
 37     2.5205E-22     6.4623E-11      1.8287068122213987E+00      0.0000000000000000E+00      8.8837057983187262E-01      2.4040990601760633E-02      2.4879659674308236E-02      1.1534376028044664E-01      3.2611988054741170E-01      1.5119134998834431E+00     -7.9946993067213656E-01      3.8810834347052681E-01     -1.6661053317107424E+00      7.5383129987754216E-01     -2.7638178935469304E-01     -1.2813243943927521E+00
 38     9.2109E-21     3.9415E-10      1.8287068125585080E+00      0.0000000000000000E+00      1.3513943831836701E+00      1.1119660774070412E-02      8.8837057988657187E-01      2.4040990613924389E-02      2.4879659616671917E-02      1.1534376032891801E-01     -7.9946993083454865E-01      3.8810834358145796E-01     -1.6661053319897592E+00      7.5383130006560339E-01     -2.7638178940287039E-01     -1.2813243945904691E+00
 39     2.7547E-23     1.0092E-10      1.2909944506992399E+00      0.0000000000000000E+00      2.2170012475310483E+00      1.1129311739784140E-11      6.4549722326565440E-01      1.1180339869097498E+00     -6.4549722550099420E-01      1.1180339906683414E+00     -1.2909944464594925E+00      1.8577042158229970E-12     -6.4549722548339206E-01     -1.1180339906835439E+00      6.4549722325597092E-01     -1.1180339869203191E+00
 40     8.8164E-22     1.3577E-10      1.6854858545532396E+00      0.0000000000000000E+00      6.2059558892433431E-01      1.1220192354548579E-01     -3.0702870508439745E-01      5.5087342546067852E-01     -1.0694034933754020E+00      1.3027811536175768E+00     -1.1528248441913191E+00     -6.5757444959104905E-01     -4.4821535235020837E-01     -9.4780592760333426E-01      2.2317559924165176E-01     -1.3082820529403332E+00
 41     4.6574E-26     3.2360E-12      2.6084243673126375E+00      0.0000000000000000E+00     -3.5344942201577106E-01      6.3613328831498295E-14     -1.0855378616416571E+00      5.5571635548726672E-14     -1.9226754944830218E+00     -2.8153156351451613E-13      3.5344942190983264E-01     -1.0556575334415324E-13      1.0855378615308124E+00     -1.1789233020275809E-13      1.9226754943529945E+00     -2.0963050711391848E-14
 42     1.6393E-24     3.5796E-12      1.8287068121644261E+00      0.0000000000000000E+00      8.8837057981216272E-01      2.4040990604307710E-02      2.4879659686725578E-02      1.1534376028528952E-01     -7.9946993060355542E-01      3.8810834354660628E-01     -1.6661053315707377E+00      7.5383130002334153E-01     -1.3627978938446186E-01     -6.3180218552666756E-01     -2.7638178943102665E-01     -1.2813243944095396E+00
 43     2.7044E-28     2.2795E-12      1.8287068121763932E+00      0.0000000000000000E+00     -2.7638178937613478E-01      1.2813243943197534E+00     -1.6661053316562580E+00     -7.5383129990264175E-01     -7.9946993067883321E-01     -3.8810834350183854E-01     -3.8854635435806045E-01     -2.4679745692668398E-01      2.4879659744598916E-02     -1.1534376027785492E-01      8.8837057983955525E-01     -2.4040990603459142E-02
 44     2.5390E-25     5.1647E-11      0.0000000000000000E+00      0.0000000000000000E+00      1.4142135624040206E+00      0.0000000000000000E+00      4.3701602446776150E-01      1.3449970238763513E+00     -1.1441228056343731E+00      8.3125387558578923E-01     -1.1441228056383723E+00     -8.3125387558783570E-01      4.3701602446972720E-01     -1.3449970238832623E+00      7.1202532888615921E-01     -2.4684531791891834E-12
 45     5.4219E-26     3.3905E-12      2.4781270216142306E+00      0.0000000000000000E+00     -3.3738125330045410E-01      5.8436147222204271E-01     -8.4823771627097910E-01      1.4691908214026028E+00     -3.3738125330642510E-01     -5.8436147221576085E-01     -8.4823771625810440E-01     -1.4691908214078462E+00      6.7476250650486069E-01     -3.1240551147145676E-13      1.6964754323680391E+00     -1.7068083706833896E-13
 46     7.3822E-21     2.0180E-09      1.3380347828802952E+00      0.0000000000000000E+00      9.9688161072435610E-01      5.5277013871045311E-01      6.2108700164190345E-01      1.0757542425937316E+00     -6.6901739152198147E-01      1.1587721129846380E+00     -1.2421740030727728E+00      1.3909408427926374E-10     -6.6901739136149541E-01     -1.1587721131467370E+00      6.2108700133576944E-01     -1.0757542426434017E+00
 47     1.2361E-27     4.8674E-11      1.2909944487735321E+00      0.0000000000000000E+00      9.8870108936408130E-01      5.7082684017403817E-01      6.4549722424444456E-01      1.1180339888625006E+00     -6.4549722444598256E-01      1.1180339886401347E+00     -1.2909944487280063E+00     -9.9894544523337195E-11     -6.4549722430453571E-01     -1.1180339887797091E+00      6.4549722437911194E-01     -1.1180339886814061E+00
 48     7.9125E-27     5.9167E-12      1.6964754325021274E+00      0.0000000000000000E+00     -3.3738125325285651E-01      5.8436147221289025E-01     -8.4823771616619725E-01      1.4691908214342833E+00     -3.3738125335468439E-01     -5.8436147222825585E-01     -8.4823771633537381E-01     -1.4691908213838496E+00      1.2020848482029298E-01     -2.0820720321450473E-01      6.7476250662954096E-01     -1.2538319246476049E-11
 49     3.4104E-32     4.0227E-12      6.7476250648711200E-01      0.0000000000000000E+00      1.1808908122561561E+00      3.7491175597348496E-13      1.6964754325188340E+00      2.0837256174759388E-12     -3.3738125330003338E-01      5.8436147221807067E-01     -8.4823771627375244E-01      1.4691908213929656E+00     -3.3738125330716190E-01     -5.8436147222121793E-01     -8.4823771625214639E-01     -1.4691908214121845E+00
 50     5.3058E-22     1.0588E-10      1.6854858545604443E+00      0.0000000000000000E+00      6.2059558897398404E-01      1.1220192351595852E-01      1.5220943214109878E-01      3.2186537401039694E-01     -3.0702870516814190E-01      5.5087342546241702E-01     -1.0694034934514070E+00      1.3027811535629572E+00     -1.1528248440666924E+00     -6.5757444968605827E-01      2.2317559916165502E-01     -1.3082820528920627E+00
 51     2.2783E-31     1.5679E-12      3.5344942192155299E-01      0.0000000000000000E+00      1.9226754944981350E+00      0.0000000000000000E+00     -3.5344942200082963E-01      4.3283640793706269E-17     -1.0855378616248206E+00      1.3293565626605119E-16     -1.9226754944657456E+00      2.3545206268613329E-16      1.0855378615337334E+00     -2.6587131250979319E-16      1.4963727047455515E+00     -3.6649350438355571E-16
 52     9.1647E-23     2.3219E-11      0.0000000000000000E+00      0.0000000000000000E+00      1.0855378616182116E+00      0.0000000000000000E+00      1.9226754944583131E+00      1.2696165569913325E-11     -3.5344942201274654E-01      1.9970031446025682E-13     -1.0855378616165523E+00     -3.7518618578483119E-12     -1.9226754944400037E+00     -2.1882815584502768E-11      3.5344942201049279E-01     -4.8792780295999389E-13
 53     8.8905E-33     7.0916E-13      0.0000000000000000E+00      0.0000000000000000E+00      1.2909944487380893E+00      0.0000000000000000E+00      6.4549722437030299E-01      1.1180339887491937E+00     -6.4549722436549983E-01      1.1180339887491157E+00     -1.2909944487332077E+00     -1.4749857850864901E-12     -6.4549722436406820E-01     -1.1180339887510604E+00      6.4549722437142665E-01     -1.1180339887496642E+00
 54     1.9091E-29     1.4403E-12      1.9226754944775701E+00      0.0000000000000000E+00     -3.5344942200564727E-01      5.1417286441564390E-16     -1.0855378616276148E+00      1.3293565626639336E-16     -1.9226754944670403E+00      2.3545206268629185E-16      3.5344942191047807E-01     -1.0283457285543972E-15      7.1720339913950060E-01     -1.4496675312164073E-15      1.0855378616465186E+00     -1.2300226150192748E-15
 55     4.5285E-32     2.5127E-11      0.0000000000000000E+00      0.0000000000000000E+00      1.6964754324873268E+00      0.0000000000000000E+00     -3.3738125329845903E-01      5.8436147223988133E-01     -8.4823771623784106E-01      1.4691908214279430E+00     -3.3738125329913110E-01     -5.8436147223426260E-01     -8.4823771623880595E-01     -1.4691908214225287E+00      6.7476250660709758E-01     -5.9707752249460493E-13

*** Average RMS errors ***
Average RMS error in Cartesian coordinates with respect to the initial guess =    4.6997E-10
Average RMS error in radial distance with respect to the analytic-continuation solution =    2.8178E-10

*** Computational times ***
 CPU time for the analytic-continuation method =      2:52
 CPU time for the direct method =     14:58
